Author,UppercaseLetter,UppercaseLetter_pertokens,LowercaseLetter,LowercaseLetter_pertokens,TitlecaseLetter,TitlecaseLetter_pertokens,ModifierLetter,ModifierLetter_pertokens,OtherLetter,OtherLetter_pertokens,NonSpacingMark,NonSpacingMark_pertokens,SpacingCombiningMark,SpacingCombiningMark_pertokens,EnclosingMark,EnclosingMark_pertokens,DecimalDigitNumber,DecimalDigitNumber_pertokens,LetterNumber,LetterNumber_pertokens,OtherNumber,OtherNumber_pertokens,SpaceSeparator,SpaceSeparator_pertokens,LineSeparator,LineSeparator_pertokens,ParagraphSeparator,ParagraphSeparator_pertokens,Control,Control_pertokens,Format,Format_pertokens,Surrogate,Surrogate_pertokens,PrivateUse,PrivateUse_pertokens,ConnectorPunctuation,ConnectorPunctuation_pertokens,DashPunctuation,DashPunctuation_pertokens,OpenPunctuation,OpenPunctuation_pertokens,ClosePunctuation,ClosePunctuation_pertokens,InitialQuotePunctuation,InitialQuotePunctuation_pertokens,FinalQuotePunctuation,FinalQuotePunctuation_pertokens,OtherPunctuation,OtherPunctuation_pertokens,MathSymbol,MathSymbol_pertokens,CurrencySymbol,CurrencySymbol_pertokens,ModifierSymbol,ModifierSymbol_pertokens,OtherSymbol,OtherSymbol_pertokens,OtherNotAssigned,OtherNotAssigned_pertokens,Toperror,Righterror,Downerror,Lefterror,Misspellratio,pos_0_``_``,pos_1_``_VB,pos_2_``_DT,pos_3_``_'',pos_4_``_NN,pos_5_``_CC,pos_6_``_RB,pos_7_``_UH,pos_8_``_PR,pos_9_``_MD,pos_10_``_IN,pos_11_``_WD,pos_12_``_JJ,pos_13_``_WP,pos_14_``_TO,pos_15_``_WR,pos_16_``_EX,pos_17_``_CD,pos_18_``_RP,pos_19_``_PD,pos_20_``_PO,pos_21_``_-L,pos_22_``_-R,pos_23_``_FW,pos_24_``_SY,pos_25_``_LS,pos_26_VB_``,pos_27_VB_VB,pos_28_VB_DT,pos_29_VB_'',pos_30_VB_NN,pos_31_VB_CC,pos_32_VB_RB,pos_33_VB_UH,pos_34_VB_PR,pos_35_VB_MD,pos_36_VB_IN,pos_37_VB_WD,pos_38_VB_JJ,pos_39_VB_WP,pos_40_VB_TO,pos_41_VB_WR,pos_42_VB_EX,pos_43_VB_CD,pos_44_VB_RP,pos_45_VB_PD,pos_46_VB_PO,pos_47_VB_-L,pos_48_VB_-R,pos_49_VB_FW,pos_50_VB_SY,pos_51_VB_LS,pos_52_DT_``,pos_53_DT_VB,pos_54_DT_DT,pos_55_DT_'',pos_56_DT_NN,pos_57_DT_CC,pos_58_DT_RB,pos_59_DT_UH,pos_60_DT_PR,pos_61_DT_MD,pos_62_DT_IN,pos_63_DT_WD,pos_64_DT_JJ,pos_65_DT_WP,pos_66_DT_TO,pos_67_DT_WR,pos_68_DT_EX,pos_69_DT_CD,pos_70_DT_RP,pos_71_DT_PD,pos_72_DT_PO,pos_73_DT_-L,pos_74_DT_-R,pos_75_DT_FW,pos_76_DT_SY,pos_77_DT_LS,pos_78_''_``,pos_79_''_VB,pos_80_''_DT,pos_81_''_'',pos_82_''_NN,pos_83_''_CC,pos_84_''_RB,pos_85_''_UH,pos_86_''_PR,pos_87_''_MD,pos_88_''_IN,pos_89_''_WD,pos_90_''_JJ,pos_91_''_WP,pos_92_''_TO,pos_93_''_WR,pos_94_''_EX,pos_95_''_CD,pos_96_''_RP,pos_97_''_PD,pos_98_''_PO,pos_99_''_-L,pos_100_''_-R,pos_101_''_FW,pos_102_''_SY,pos_103_''_LS,pos_104_NN_``,pos_105_NN_VB,pos_106_NN_DT,pos_107_NN_'',pos_108_NN_NN,pos_109_NN_CC,pos_110_NN_RB,pos_111_NN_UH,pos_112_NN_PR,pos_113_NN_MD,pos_114_NN_IN,pos_115_NN_WD,pos_116_NN_JJ,pos_117_NN_WP,pos_118_NN_TO,pos_119_NN_WR,pos_120_NN_EX,pos_121_NN_CD,pos_122_NN_RP,pos_123_NN_PD,pos_124_NN_PO,pos_125_NN_-L,pos_126_NN_-R,pos_127_NN_FW,pos_128_NN_SY,pos_129_NN_LS,pos_130_CC_``,pos_131_CC_VB,pos_132_CC_DT,pos_133_CC_'',pos_134_CC_NN,pos_135_CC_CC,pos_136_CC_RB,pos_137_CC_UH,pos_138_CC_PR,pos_139_CC_MD,pos_140_CC_IN,pos_141_CC_WD,pos_142_CC_JJ,pos_143_CC_WP,pos_144_CC_TO,pos_145_CC_WR,pos_146_CC_EX,pos_147_CC_CD,pos_148_CC_RP,pos_149_CC_PD,pos_150_CC_PO,pos_151_CC_-L,pos_152_CC_-R,pos_153_CC_FW,pos_154_CC_SY,pos_155_CC_LS,pos_156_RB_``,pos_157_RB_VB,pos_158_RB_DT,pos_159_RB_'',pos_160_RB_NN,pos_161_RB_CC,pos_162_RB_RB,pos_163_RB_UH,pos_164_RB_PR,pos_165_RB_MD,pos_166_RB_IN,pos_167_RB_WD,pos_168_RB_JJ,pos_169_RB_WP,pos_170_RB_TO,pos_171_RB_WR,pos_172_RB_EX,pos_173_RB_CD,pos_174_RB_RP,pos_175_RB_PD,pos_176_RB_PO,pos_177_RB_-L,pos_178_RB_-R,pos_179_RB_FW,pos_180_RB_SY,pos_181_RB_LS,pos_182_UH_``,pos_183_UH_VB,pos_184_UH_DT,pos_185_UH_'',pos_186_UH_NN,pos_187_UH_CC,pos_188_UH_RB,pos_189_UH_UH,pos_190_UH_PR,pos_191_UH_MD,pos_192_UH_IN,pos_193_UH_WD,pos_194_UH_JJ,pos_195_UH_WP,pos_196_UH_TO,pos_197_UH_WR,pos_198_UH_EX,pos_199_UH_CD,pos_200_UH_RP,pos_201_UH_PD,pos_202_UH_PO,pos_203_UH_-L,pos_204_UH_-R,pos_205_UH_FW,pos_206_UH_SY,pos_207_UH_LS,pos_208_PR_``,pos_209_PR_VB,pos_210_PR_DT,pos_211_PR_'',pos_212_PR_NN,pos_213_PR_CC,pos_214_PR_RB,pos_215_PR_UH,pos_216_PR_PR,pos_217_PR_MD,pos_218_PR_IN,pos_219_PR_WD,pos_220_PR_JJ,pos_221_PR_WP,pos_222_PR_TO,pos_223_PR_WR,pos_224_PR_EX,pos_225_PR_CD,pos_226_PR_RP,pos_227_PR_PD,pos_228_PR_PO,pos_229_PR_-L,pos_230_PR_-R,pos_231_PR_FW,pos_232_PR_SY,pos_233_PR_LS,pos_234_MD_``,pos_235_MD_VB,pos_236_MD_DT,pos_237_MD_'',pos_238_MD_NN,pos_239_MD_CC,pos_240_MD_RB,pos_241_MD_UH,pos_242_MD_PR,pos_243_MD_MD,pos_244_MD_IN,pos_245_MD_WD,pos_246_MD_JJ,pos_247_MD_WP,pos_248_MD_TO,pos_249_MD_WR,pos_250_MD_EX,pos_251_MD_CD,pos_252_MD_RP,pos_253_MD_PD,pos_254_MD_PO,pos_255_MD_-L,pos_256_MD_-R,pos_257_MD_FW,pos_258_MD_SY,pos_259_MD_LS,pos_260_IN_``,pos_261_IN_VB,pos_262_IN_DT,pos_263_IN_'',pos_264_IN_NN,pos_265_IN_CC,pos_266_IN_RB,pos_267_IN_UH,pos_268_IN_PR,pos_269_IN_MD,pos_270_IN_IN,pos_271_IN_WD,pos_272_IN_JJ,pos_273_IN_WP,pos_274_IN_TO,pos_275_IN_WR,pos_276_IN_EX,pos_277_IN_CD,pos_278_IN_RP,pos_279_IN_PD,pos_280_IN_PO,pos_281_IN_-L,pos_282_IN_-R,pos_283_IN_FW,pos_284_IN_SY,pos_285_IN_LS,pos_286_WD_``,pos_287_WD_VB,pos_288_WD_DT,pos_289_WD_'',pos_290_WD_NN,pos_291_WD_CC,pos_292_WD_RB,pos_293_WD_UH,pos_294_WD_PR,pos_295_WD_MD,pos_296_WD_IN,pos_297_WD_WD,pos_298_WD_JJ,pos_299_WD_WP,pos_300_WD_TO,pos_301_WD_WR,pos_302_WD_EX,pos_303_WD_CD,pos_304_WD_RP,pos_305_WD_PD,pos_306_WD_PO,pos_307_WD_-L,pos_308_WD_-R,pos_309_WD_FW,pos_310_WD_SY,pos_311_WD_LS,pos_312_JJ_``,pos_313_JJ_VB,pos_314_JJ_DT,pos_315_JJ_'',pos_316_JJ_NN,pos_317_JJ_CC,pos_318_JJ_RB,pos_319_JJ_UH,pos_320_JJ_PR,pos_321_JJ_MD,pos_322_JJ_IN,pos_323_JJ_WD,pos_324_JJ_JJ,pos_325_JJ_WP,pos_326_JJ_TO,pos_327_JJ_WR,pos_328_JJ_EX,pos_329_JJ_CD,pos_330_JJ_RP,pos_331_JJ_PD,pos_332_JJ_PO,pos_333_JJ_-L,pos_334_JJ_-R,pos_335_JJ_FW,pos_336_JJ_SY,pos_337_JJ_LS,pos_338_WP_``,pos_339_WP_VB,pos_340_WP_DT,pos_341_WP_'',pos_342_WP_NN,pos_343_WP_CC,pos_344_WP_RB,pos_345_WP_UH,pos_346_WP_PR,pos_347_WP_MD,pos_348_WP_IN,pos_349_WP_WD,pos_350_WP_JJ,pos_351_WP_WP,pos_352_WP_TO,pos_353_WP_WR,pos_354_WP_EX,pos_355_WP_CD,pos_356_WP_RP,pos_357_WP_PD,pos_358_WP_PO,pos_359_WP_-L,pos_360_WP_-R,pos_361_WP_FW,pos_362_WP_SY,pos_363_WP_LS,pos_364_TO_``,pos_365_TO_VB,pos_366_TO_DT,pos_367_TO_'',pos_368_TO_NN,pos_369_TO_CC,pos_370_TO_RB,pos_371_TO_UH,pos_372_TO_PR,pos_373_TO_MD,pos_374_TO_IN,pos_375_TO_WD,pos_376_TO_JJ,pos_377_TO_WP,pos_378_TO_TO,pos_379_TO_WR,pos_380_TO_EX,pos_381_TO_CD,pos_382_TO_RP,pos_383_TO_PD,pos_384_TO_PO,pos_385_TO_-L,pos_386_TO_-R,pos_387_TO_FW,pos_388_TO_SY,pos_389_TO_LS,pos_390_WR_``,pos_391_WR_VB,pos_392_WR_DT,pos_393_WR_'',pos_394_WR_NN,pos_395_WR_CC,pos_396_WR_RB,pos_397_WR_UH,pos_398_WR_PR,pos_399_WR_MD,pos_400_WR_IN,pos_401_WR_WD,pos_402_WR_JJ,pos_403_WR_WP,pos_404_WR_TO,pos_405_WR_WR,pos_406_WR_EX,pos_407_WR_CD,pos_408_WR_RP,pos_409_WR_PD,pos_410_WR_PO,pos_411_WR_-L,pos_412_WR_-R,pos_413_WR_FW,pos_414_WR_SY,pos_415_WR_LS,pos_416_EX_``,pos_417_EX_VB,pos_418_EX_DT,pos_419_EX_'',pos_420_EX_NN,pos_421_EX_CC,pos_422_EX_RB,pos_423_EX_UH,pos_424_EX_PR,pos_425_EX_MD,pos_426_EX_IN,pos_427_EX_WD,pos_428_EX_JJ,pos_429_EX_WP,pos_430_EX_TO,pos_431_EX_WR,pos_432_EX_EX,pos_433_EX_CD,pos_434_EX_RP,pos_435_EX_PD,pos_436_EX_PO,pos_437_EX_-L,pos_438_EX_-R,pos_439_EX_FW,pos_440_EX_SY,pos_441_EX_LS,pos_442_CD_``,pos_443_CD_VB,pos_444_CD_DT,pos_445_CD_'',pos_446_CD_NN,pos_447_CD_CC,pos_448_CD_RB,pos_449_CD_UH,pos_450_CD_PR,pos_451_CD_MD,pos_452_CD_IN,pos_453_CD_WD,pos_454_CD_JJ,pos_455_CD_WP,pos_456_CD_TO,pos_457_CD_WR,pos_458_CD_EX,pos_459_CD_CD,pos_460_CD_RP,pos_461_CD_PD,pos_462_CD_PO,pos_463_CD_-L,pos_464_CD_-R,pos_465_CD_FW,pos_466_CD_SY,pos_467_CD_LS,pos_468_RP_``,pos_469_RP_VB,pos_470_RP_DT,pos_471_RP_'',pos_472_RP_NN,pos_473_RP_CC,pos_474_RP_RB,pos_475_RP_UH,pos_476_RP_PR,pos_477_RP_MD,pos_478_RP_IN,pos_479_RP_WD,pos_480_RP_JJ,pos_481_RP_WP,pos_482_RP_TO,pos_483_RP_WR,pos_484_RP_EX,pos_485_RP_CD,pos_486_RP_RP,pos_487_RP_PD,pos_488_RP_PO,pos_489_RP_-L,pos_490_RP_-R,pos_491_RP_FW,pos_492_RP_SY,pos_493_RP_LS,pos_494_PD_``,pos_495_PD_VB,pos_496_PD_DT,pos_497_PD_'',pos_498_PD_NN,pos_499_PD_CC,pos_500_PD_RB,pos_501_PD_UH,pos_502_PD_PR,pos_503_PD_MD,pos_504_PD_IN,pos_505_PD_WD,pos_506_PD_JJ,pos_507_PD_WP,pos_508_PD_TO,pos_509_PD_WR,pos_510_PD_EX,pos_511_PD_CD,pos_512_PD_RP,pos_513_PD_PD,pos_514_PD_PO,pos_515_PD_-L,pos_516_PD_-R,pos_517_PD_FW,pos_518_PD_SY,pos_519_PD_LS,pos_520_PO_``,pos_521_PO_VB,pos_522_PO_DT,pos_523_PO_'',pos_524_PO_NN,pos_525_PO_CC,pos_526_PO_RB,pos_527_PO_UH,pos_528_PO_PR,pos_529_PO_MD,pos_530_PO_IN,pos_531_PO_WD,pos_532_PO_JJ,pos_533_PO_WP,pos_534_PO_TO,pos_535_PO_WR,pos_536_PO_EX,pos_537_PO_CD,pos_538_PO_RP,pos_539_PO_PD,pos_540_PO_PO,pos_541_PO_-L,pos_542_PO_-R,pos_543_PO_FW,pos_544_PO_SY,pos_545_PO_LS,pos_546_-L_``,pos_547_-L_VB,pos_548_-L_DT,pos_549_-L_'',pos_550_-L_NN,pos_551_-L_CC,pos_552_-L_RB,pos_553_-L_UH,pos_554_-L_PR,pos_555_-L_MD,pos_556_-L_IN,pos_557_-L_WD,pos_558_-L_JJ,pos_559_-L_WP,pos_560_-L_TO,pos_561_-L_WR,pos_562_-L_EX,pos_563_-L_CD,pos_564_-L_RP,pos_565_-L_PD,pos_566_-L_PO,pos_567_-L_-L,pos_568_-L_-R,pos_569_-L_FW,pos_570_-L_SY,pos_571_-L_LS,pos_572_-R_``,pos_573_-R_VB,pos_574_-R_DT,pos_575_-R_'',pos_576_-R_NN,pos_577_-R_CC,pos_578_-R_RB,pos_579_-R_UH,pos_580_-R_PR,pos_581_-R_MD,pos_582_-R_IN,pos_583_-R_WD,pos_584_-R_JJ,pos_585_-R_WP,pos_586_-R_TO,pos_587_-R_WR,pos_588_-R_EX,pos_589_-R_CD,pos_590_-R_RP,pos_591_-R_PD,pos_592_-R_PO,pos_593_-R_-L,pos_594_-R_-R,pos_595_-R_FW,pos_596_-R_SY,pos_597_-R_LS,pos_598_FW_``,pos_599_FW_VB,pos_600_FW_DT,pos_601_FW_'',pos_602_FW_NN,pos_603_FW_CC,pos_604_FW_RB,pos_605_FW_UH,pos_606_FW_PR,pos_607_FW_MD,pos_608_FW_IN,pos_609_FW_WD,pos_610_FW_JJ,pos_611_FW_WP,pos_612_FW_TO,pos_613_FW_WR,pos_614_FW_EX,pos_615_FW_CD,pos_616_FW_RP,pos_617_FW_PD,pos_618_FW_PO,pos_619_FW_-L,pos_620_FW_-R,pos_621_FW_FW,pos_622_FW_SY,pos_623_FW_LS,pos_624_SY_``,pos_625_SY_VB,pos_626_SY_DT,pos_627_SY_'',pos_628_SY_NN,pos_629_SY_CC,pos_630_SY_RB,pos_631_SY_UH,pos_632_SY_PR,pos_633_SY_MD,pos_634_SY_IN,pos_635_SY_WD,pos_636_SY_JJ,pos_637_SY_WP,pos_638_SY_TO,pos_639_SY_WR,pos_640_SY_EX,pos_641_SY_CD,pos_642_SY_RP,pos_643_SY_PD,pos_644_SY_PO,pos_645_SY_-L,pos_646_SY_-R,pos_647_SY_FW,pos_648_SY_SY,pos_649_SY_LS,pos_650_LS_``,pos_651_LS_VB,pos_652_LS_DT,pos_653_LS_'',pos_654_LS_NN,pos_655_LS_CC,pos_656_LS_RB,pos_657_LS_UH,pos_658_LS_PR,pos_659_LS_MD,pos_660_LS_IN,pos_661_LS_WD,pos_662_LS_JJ,pos_663_LS_WP,pos_664_LS_TO,pos_665_LS_WR,pos_666_LS_EX,pos_667_LS_CD,pos_668_LS_RP,pos_669_LS_PD,pos_670_LS_PO,pos_671_LS_-L,pos_672_LS_-R,pos_673_LS_FW,pos_674_LS_SY,pos_675_LS_LS,Tokens
1, 22,0.126,574,3.299,0,0,0,0,0,0,0,0,0,0,0,0,2,0.011,0,0,0,0,179,1.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.011,4,0.023,4,0.023,0,0,0,0,24,0.138,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.028,0.0,0.006,0.0,0.039,0.0,0.022,0.0,0.022,0.0,0.006,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.05,0.0,0.0,0.0,0.006,0.0,0.006,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.017,0.0,0.117,0.028,0.006,0.0,0.017,0.006,0.039,0.0,0.006,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.011,0.006,0.0,0.0,0.0,0.006,0.0,0.011,0.006,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.006,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.017,0.0,0.006,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.022,0.0,0.011,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.039,0.0,0.028,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.006,0.006,0.0,0.006,0.0,0.011,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174
1, 137,0.187,2530,3.447,0,0,0,0,2,0.003,0,0,0,0,0,0,21,0.029,0,0,0,0,726,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.01,14,0.019,14,0.019,0,0,0,0,109,0.149,0,0,1,0.001,0,0,0,0,0,0,0,44,0,11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.028,0.0,0.011,0.001,0.018,0.0,0.018,0.0,0.022,0.0,0.008,0.0,0.008,0.0,0.001,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.001,0.0,0.073,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.019,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.008,0.0,0.153,0.022,0.014,0.0,0.018,0.001,0.066,0.003,0.0,0.003,0.007,0.001,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.003,0.0,0.01,0.0,0.0,0.0,0.006,0.0,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.004,0.0,0.001,0.003,0.004,0.0,0.0,0.0,0.006,0.0,0.003,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.001,0.0,0.011,0.001,0.003,0.0,0.0,0.004,0.007,0.0,0.003,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.041,0.0,0.034,0.0,0.004,0.0,0.014,0.0,0.004,0.0,0.015,0.0,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.034,0.008,0.0,0.0,0.001,0.0,0.004,0.0,0.012,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.004,0.0,0.001,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.001,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734
